t,y
1938,11.179506441849028
1939,11.17499143789854
1940,11.171237332895597
1941,11.16710950017892
1942,11.162543977665443
1943,11.158806135074851
1944,11.154893792747792
1945,11.15107389151071
1946,11.148342497186855
1947,11.147689057160585
1948,11.147970193637365
1949,11.15496044081406
1950,11.16130623295885
1951,11.167809196177533
1952,11.17327227018116
1953,11.176107676661037
1954,11.179322915121269
1955,11.18065632059359
1956,11.180651959649943
1957,11.180780518334906
1958,11.181373340081404
1959,11.183623355900137
1960,11.185991312030652
1961,11.188875096745361
1962,11.186556984953627
1963,11.18146357250373
1964,11.176071776868131
1965,11.17084869790141
1966,11.166457667732331
1967,11.161364915476646
1968,11.156040220978811
1969,11.15108313322743
1970,11.1478201159209
1971,11.143582100178696
1972,11.139505134744661
